,p0q0
12137,0.686
12138,0.891
12139,0.603
12140,0.633
12141,0.6
12142,0.621
12143,0.656
12144,0.654
12145,0.589
12146,0.6
12147,0.586
12148,0.605
12149,0.53
12150,0.657
12151,0.6
12152,0.526
12153,0.626
12154,0.618
12155,0.587
12156,0.6
12157,0.592
12158,0.507
12159,0.586
12160,0.659
12161,0.941
12162,0.594
12163,0.594
12164,0.587
12165,0.588
12166,0.719
12167,0.621
12168,0.574
12169,0.575
12170,0.561
12171,0.571
12172,0.504
12173,0.659
12174,0.599
12175,0.5
12176,0.609
12177,0.277
12178,0.271
12179,0.23
12180,0.268
12181,0.262
12182,0.287
12183,0.281
12184,0.291
12185,0.271
12186,0.269
12187,0.249
12188,0.294
12189,0.261
12190,0.248
12191,0.282
12192,0.22
12193,0.199
12194,0.256
12195,0.221
12196,0.224
12197,0.208
12198,0.247
12199,0.28
12200,0.26
12201,0.368
12202,0.353
12203,0.317
12204,0.361
12205,0.349
12206,0.376
12207,0.351
12208,0.379
12209,0.338
12210,0.353
12211,0.336
12212,0.379
12213,0.359
12214,0.302
12215,0.365
12216,0.291
12217,0.261
12218,0.352
12219,0.302
12220,0.329
12221,0.274
12222,0.32
12223,0.359
12224,0.364
12225,0.44
12226,0.459
12227,0.374
12228,0.44
12229,0.423
12230,0.478
12231,0.412
12232,0.451
12233,0.415
12234,0.458
12235,0.392
12236,0.475
12237,0.422
12238,0.358
12239,0.446
12240,0.364
12241,0.358
12242,0.417
12243,0.397
12244,0.423
12245,0.36
12246,0.399
12247,0.445
12248,0.456
12249,0.542
12250,0.524
12251,0.474
12252,0.542
12253,0.513
12254,0.577
12255,0.528
12256,0.552
12257,0.517
12258,0.581
12259,0.493
12260,0.611
12261,0.502
12262,0.483
12263,0.552
12264,0.481
12265,0.447
12266,0.518
12267,0.509
12268,0.496
12269,0.454
12270,0.487
12271,0.562
12272,0.54
12273,0.246
12274,0.251
12275,0.2
12276,0.235
12277,0.23
12278,0.246
12279,0.203
12280,0.227
12281,0.221
12282,0.217
12283,0.201
12284,0.238
12285,0.217
12286,0.206
12287,0.239
12288,0.199
12289,0.182
12290,0.205
12291,0.215
12292,0.201
12293,0.189
12294,0.2
12295,0.253
12296,0.214
12297,0.152
12298,0.179
12299,0.186
12300,0.167
12301,0.165
12302,0.166
12303,0.142
12304,0.166
12305,0.148
12306,0.146
12307,0.144
12308,0.141
12309,0.149
12310,0.154
12311,0.157
12312,0.164
12313,0.176
12314,0.174
12315,0.15
12316,0.156
12317,0.179
12318,0.183
12319,0.159
12320,0.153
12321,0.217
12322,0.215
12323,0.194
12324,0.21
12325,0.222
12326,0.213
12327,0.197
12328,0.204
12329,0.193
12330,0.2
12331,0.203
12332,0.211
12333,0.21
12334,0.198
12335,0.215
12336,0.199
12337,0.198
12338,0.2
12339,0.206
12340,0.195
12341,0.193
12342,0.203
12343,0.202
12344,0.212
12345,0.531
12346,0.521
12347,0.423
12348,0.492
12349,0.484
12350,0.533
12351,0.489
12352,0.514
12353,0.472
12354,0.537
12355,0.45
12356,0.545
12357,0.489
12358,0.415
12359,0.497
12360,0.416
12361,0.407
12362,0.475
12363,0.464
12364,0.47
12365,0.44
12366,0.435
12367,0.506
12368,0.517
12369,0.531
12370,0.508
12371,0.47
12372,0.551
12373,0.532
12374,0.545
12375,0.524
12376,0.527
12377,0.736
12378,0.56
12379,0.482
12380,0.604
12381,0.492
12382,0.502
12383,0.534
12384,0.503
12385,0.456
12386,0.513
12387,0.501
12388,0.489
12389,0.459
12390,0.471
12391,0.547
12392,0.529
12393,0.217
12394,0.174
12395,0.17
12396,0.209
12397,0.227
12398,0.2
12399,0.209
12400,0.181
12401,0.211
12402,0.19
12403,0.338
12404,0.206
12405,0.186
12406,0.193
12407,0.206
12408,0.191
12409,0.199
12410,0.181
12411,0.183
12412,0.216
12413,0.174
12414,0.175
12415,0.203
12416,0.214
12417,0.277
12418,0.206
12419,0.22
12420,0.272
12421,0.274
12422,0.245
12423,0.264
12424,0.222
12425,0.272
12426,0.225
12427,0.361
12428,0.261
12429,0.23
12430,0.253
12431,0.253
12432,0.215
12433,0.235
12434,0.199
12435,0.23
12436,0.271
12437,0.222
12438,0.212
12439,0.254
12440,0.25
12441,0.315
12442,0.245
12443,0.242
12444,0.329
12445,0.321
12446,0.292
12447,0.305
12448,0.244
12449,0.312
12450,0.273
12451,0.493
12452,0.305
12453,0.255
12454,0.297
12455,0.293
12456,0.23
12457,0.278
12458,0.186
12459,0.28
12460,0.293
12461,0.242
12462,0.256
12463,0.28
12464,0.294
12465,0.404
12466,0.316
12467,0.329
12468,0.39
12469,0.365
12470,0.351
12471,0.36
12472,0.439
12473,0.365
12474,0.324
12475,0.454
12476,0.376
12477,0.338
12478,0.361
12479,0.367
12480,0.283
12481,0.322
12482,0.27
12483,0.326
12484,0.357
12485,0.323
12486,0.313
12487,0.371
12488,0.361
12489,0.196
12490,0.169
12491,0.181
12492,0.192
12493,0.205
12494,0.184
12495,0.198
12496,0.182
12497,0.194
12498,0.192
12499,0.314
12500,0.199
12501,0.183
12502,0.19
12503,0.18
12504,0.177
12505,0.19
12506,0.176
12507,0.178
12508,0.194
12509,0.177
12510,0.167
12511,0.187
12512,0.192
12513,0.165
12514,0.118
12515,0.1
12516,0.125
12517,0.134
12518,0.111
12519,0.113
12520,0.136
12521,0.139
12522,0.116
12523,0.147
12524,0.157
12525,0.146
12526,0.143
12527,0.143
12528,0.171
12529,0.137
12530,0.149
12531,0.12
12532,0.144
12533,0.126
12534,0.144
12535,0.109
12536,0.132
12537,0.191
12538,0.187
12539,0.2
12540,0.202
12541,0.193
12542,0.189
12543,0.2
12544,0.194
12545,0.192
12546,0.199
12547,0.297
12548,0.188
12549,0.183
12550,0.191
12551,0.208
12552,0.2
12553,0.203
12554,0.189
12555,0.182
12556,0.196
12557,0.173
12558,0.174
12559,0.201
12560,0.193
12561,0.362
12562,0.298
12563,0.304
12564,0.39
12565,0.361
12566,0.328
12567,0.366
12568,0.292
12569,0.369
12570,0.309
12571,0.46
12572,0.359
12573,0.296
12574,0.339
12575,0.35
12576,0.277
12577,0.329
12578,0.243
12579,0.311
12580,0.355
12581,0.293
12582,0.297
12583,0.35
12584,0.35
12585,0.364
12586,0.304
12587,0.331
12588,0.36
12589,0.369
12590,0.347
12591,0.346
12592,0.384
12593,0.383
12594,0.344
12595,0.465
12596,0.368
12597,0.315
12598,0.347
12599,0.341
12600,0.317
12601,0.32
12602,0.3
12603,0.34
12604,0.329
12605,0.328
12606,0.328
12607,0.339
12608,0.348
12609,0.391
12610,0.549
12611,0.418
12612,0.407
12613,0.362
12614,0.383
12615,0.354
12616,0.362
12617,0.418
12618,0.363
12619,0.381
12620,0.36
12621,0.435
12622,0.353
12623,0.4
12624,0.345
12625,0.358
12626,0.424
12627,0.345
12628,0.382
12629,0.279
12630,0.343
12631,0.324
12632,0.362
12633,0.375
12634,0.413
12635,0.349
12636,0.486
12637,0.633
12638,0.529
12639,0.495
12640,0.408
12641,0.444
12642,0.41
12643,0.463
12644,0.535
12645,0.445
12646,0.49
12647,0.415
12648,0.539
12649,0.471
12650,0.515
12651,0.432
12652,0.466
12653,0.595
12654,0.465
12655,0.517
12656,0.341
12657,0.48
12658,0.412
12659,0.442
12660,0.445
12661,0.503
12662,0.451
12663,0.507
12664,0.599
12665,0.54
12666,0.508
12667,0.532
12668,0.511
12669,0.484
12670,0.51
12671,0.542
12672,0.489
12673,0.527
12674,0.467
12675,0.519
12676,0.547
12677,0.533
12678,0.458
12679,0.505
12680,0.585
12681,0.498
12682,0.545
12683,0.385
12684,0.549
12685,0.462
12686,0.473
12687,0.448
12688,0.511
12689,0.484
12690,0.426
12691,0.539
12692,0.446
12693,0.416
12694,0.412
12695,0.389
12696,0.359
12697,0.373
12698,0.463
12699,0.392
12700,0.411
12701,0.37
12702,0.487
12703,0.387
12704,0.416
12705,0.391
12706,0.413
12707,0.477
12708,0.402
12709,0.428
12710,0.301
12711,0.372
12712,0.368
12713,0.399
12714,0.466
12715,0.418
12716,0.39
12717,0.366
12718,0.472
12719,0.377
12720,0.358
12721,0.329
12722,0.335
12723,0.341
12724,0.334
12725,0.381
12726,0.331
12727,0.358
12728,0.333
12729,0.391
12730,0.31
12731,0.361
12732,0.311
12733,0.334
12734,0.414
12735,0.306
12736,0.346
12737,0.265
12738,0.327
12739,0.285
12740,0.331
12741,0.332
12742,0.381
12743,0.334
12744,0.253
12745,0.33
12746,0.246
12747,0.24
12748,0.234
12749,0.253
12750,0.226
12751,0.241
12752,0.279
12753,0.222
12754,0.248
12755,0.236
12756,0.275
12757,0.222
12758,0.238
12759,0.209
12760,0.204
12761,0.294
12762,0.203
12763,0.238
12764,0.191
12765,0.229
12766,0.203
12767,0.232
12768,0.218
12769,0.268
12770,0.247
12771,0.16
12772,0.249
12773,0.19
12774,0.184
12775,0.155
12776,0.182
12777,0.169
12778,0.164
12779,0.196
12780,0.161
12781,0.173
12782,0.178
12783,0.198
12784,0.168
12785,0.188
12786,0.148
12787,0.158
12788,0.198
12789,0.146
12790,0.18
12791,0.139
12792,0.17
12793,0.149
12794,0.174
12795,0.162
12796,0.201
12797,0.177
12798,0.125
12799,0.119
12800,0.103
12801,0.121
12802,0.125
12803,0.119
12804,0.13
12805,0.123
12806,0.122
12807,0.119
12808,0.122
12809,0.127
12810,0.123
12811,0.12
12812,0.121
12813,0.122
12814,0.12
12815,0.12
12816,0.111
12817,0.115
12818,0.12
12819,0.104
12820,0.098
12821,0.119
12822,0.121
12823,0.113
12824,0.12
12825,0.466
12826,0.542
12827,0.473
12828,0.459
12829,0.465
12830,0.471
12831,0.473
12832,0.472
12833,0.46
12834,0.474
12835,0.485
12836,0.441
12837,0.463
12838,0.54
12839,0.501
12840,0.423
12841,0.483
12842,0.538
12843,0.477
12844,0.517
12845,0.35
12846,0.482
12847,0.435
12848,0.461
12849,0.404
12850,0.467
12851,0.438
12852,0.184
12853,0.195
12854,0.193
12855,0.195
12856,0.172
12857,0.186
12858,0.188
12859,0.196
12860,0.198
12861,0.186
12862,0.185
12863,0.188
12864,0.195
12865,0.186
12866,0.195
12867,0.17
12868,0.169
12869,0.192
12870,0.181
12871,0.19
12872,0.175
12873,0.183
12874,0.163
12875,0.187
12876,0.173
12877,0.192
12878,0.184
12879,0.163
12880,0.204
12881,0.173
12882,0.178
12883,0.153
12884,0.171
12885,0.166
12886,0.161
12887,0.181
12888,0.166
12889,0.171
12890,0.175
12891,0.181
12892,0.169
12893,0.178
12894,0.152
12895,0.156
12896,0.178
12897,0.151
12898,0.175
12899,0.145
12900,0.166
12901,0.144
12902,0.174
12903,0.159
12904,0.177
12905,0.174
12906,0.453
12907,0.518
12908,0.402
12909,0.389
12910,0.347
12911,0.473
12912,0.41
12913,0.364
12914,0.4
12915,0.393
12916,0.4
12917,0.51
12918,0.382
12919,0.354
12920,0.331
12921,0.356
12922,0.393
12923,0.352
12924,0.471
12925,0.379
12926,0.355
12927,0.412
12928,0.391
12929,0.382
12930,0.355
12931,0.437
12932,0.415
12933,0.611
12934,0.646
12935,0.517
12936,0.523
12937,0.43
12938,0.635
12939,0.583
12940,0.512
12941,0.515
12942,0.493
12943,0.532
12944,0.643
12945,0.456
12946,0.458
12947,0.443
12948,0.476
12949,0.566
12950,0.485
12951,0.542
12952,0.438
12953,0.488
12954,0.584
12955,0.518
12956,0.589
12957,0.441
12958,0.598
12959,0.524
12960,0.611
12961,0.608
12962,0.627
12963,0.527
12964,0.48
12965,0.64
12966,0.589
12967,0.531
12968,0.541
12969,0.531
12970,0.534
12971,0.614
12972,0.531
12973,0.463
12974,0.451
12975,0.48
12976,0.566
12977,0.51
12978,0.547
12979,0.454
12980,0.515
12981,0.555
12982,0.535
12983,0.588
12984,0.416
12985,0.581
12986,0.524
12987,0.45
12988,0.521
12989,0.453
12990,0.452
12991,0.372
12992,0.514
12993,0.44
12994,0.4
12995,0.437
12996,0.412
12997,0.423
12998,0.533
12999,0.369
13000,0.379
13001,0.375
13002,0.399
13003,0.443
13004,0.417
13005,0.492
13006,0.414
13007,0.407
13008,0.451
13009,0.417
13010,0.449
13011,0.38
13012,0.479
13013,0.454
13014,0.428
13015,0.538
13016,0.376
13017,0.35
13018,0.33
13019,0.447
13020,0.388
13021,0.316
13022,0.359
13023,0.336
13024,0.34
13025,0.441
13026,0.332
13027,0.321
13028,0.276
13029,0.308
13030,0.328
13031,0.319
13032,0.414
13033,0.304
13034,0.285
13035,0.34
13036,0.335
13037,0.346
13038,0.317
13039,0.392
13040,0.38
13041,0.276
13042,0.3
13043,0.258
13044,0.237
13045,0.229
13046,0.286
13047,0.249
13048,0.224
13049,0.239
13050,0.235
13051,0.234
13052,0.284
13053,0.236
13054,0.229
13055,0.212
13056,0.21
13057,0.23
13058,0.231
13059,0.268
13060,0.22
13061,0.194
13062,0.231
13063,0.232
13064,0.234
13065,0.227
13066,0.281
13067,0.286
13068,0.218
13069,0.225
13070,0.179
13071,0.168
13072,0.163
13073,0.231
13074,0.186
13075,0.157
13076,0.176
13077,0.169
13078,0.18
13079,0.219
13080,0.182
13081,0.168
13082,0.147
13083,0.162
13084,0.175
13085,0.157
13086,0.199
13087,0.161
13088,0.115
13089,0.183
13090,0.173
13091,0.161
13092,0.16
13093,0.216
13094,0.187
13095,0.108
13096,0.128
13097,0.125
13098,0.115
13099,0.108
13100,0.135
13101,0.119
13102,0.116
13103,0.1
13104,0.12
13105,0.131
13106,0.125
13107,0.112
13108,0.115
13109,0.122
13110,0.116
13111,0.116
13112,0.117
13113,0.107
13114,0.111
13115,0.111
13116,0.118
13117,0.114
13118,0.118
13119,0.115
13120,0.114
13121,0.095
13122,0.531
13123,0.517
13124,0.634
13125,0.463
13126,0.45
13127,0.607
13128,0.57
13129,0.516
13130,0.505
13131,0.493
13132,0.489
13133,0.552
13134,0.463
13135,0.418
13136,0.42
13137,0.435
13138,0.541
13139,0.443
13140,0.487
13141,0.416
13142,0.472
13143,0.556
13144,0.501
13145,0.514
13146,0.401
13147,0.541
13148,0.469
13149,0.192
13150,0.195
13151,0.189
13152,0.195
13153,0.18
13154,0.179
13155,0.194
13156,0.193
13157,0.187
13158,0.185
13159,0.195
13160,0.197
13161,0.194
13162,0.179
13163,0.177
13164,0.182
13165,0.189
13166,0.169
13167,0.186
13168,0.179
13169,0.166
13170,0.182
13171,0.175
13172,0.19
13173,0.184
13174,0.191
13175,0.197
13176,0.194
13177,0.19
13178,0.176
13179,0.167
13180,0.168
13181,0.19
13182,0.173
13183,0.16
13184,0.17
13185,0.17
13186,0.179
13187,0.19
13188,0.179
13189,0.17
13190,0.157
13191,0.167
13192,0.176
13193,0.163
13194,0.184
13195,0.165
13196,0.129
13197,0.178
13198,0.172
13199,0.164
13200,0.167
13201,0.194
13202,0.177
13203,0.408
13204,0.409
13205,0.399
13206,0.348
13207,0.389
13208,0.488
13209,0.399
13210,0.356
13211,0.4
13212,0.434
13213,0.397
13214,0.421
13215,0.464
13216,0.432
13217,0.34
13218,0.42
13219,0.354
13220,0.394
13221,0.358
13222,0.427
13223,0.386
13224,0.403
13225,0.365
13226,0.411
13227,0.334
13228,0.572
13229,0.509
13230,0.535
13231,0.476
13232,0.521
13233,0.637
13234,0.597
13235,0.44
13236,0.507
13237,0.595
13238,0.507
13239,0.571
13240,0.547
13241,0.591
13242,0.421
13243,0.553
13244,0.476
13245,0.466
13246,0.477
13247,0.496
13248,0.565
13249,0.588
13250,0.469
13251,0.521
13252,0.459
13253,0.612
13254,0.488
13255,0.535
13256,0.483
13257,0.514
13258,0.63
13259,0.591
13260,0.446
13261,0.561
13262,0.629
13263,0.486
13264,0.582
13265,0.552
13266,0.623
13267,0.434
13268,0.564
13269,0.525
13270,0.469
13271,0.537
13272,0.515
13273,0.577
13274,0.561
13275,0.522
13276,0.509
13277,0.441
13278,0.441
13279,0.446
13280,0.432
13281,0.393
13282,0.422
13283,0.509
13284,0.421
13285,0.349
13286,0.42
13287,0.467
13288,0.419
13289,0.445
13290,0.5
13291,0.443
13292,0.326
13293,0.486
13294,0.375
13295,0.387
13296,0.38
13297,0.471
13298,0.442
13299,0.454
13300,0.39
13301,0.455
13302,0.361
13303,0.372
13304,0.359
13305,0.362
13306,0.317
13307,0.327
13308,0.465
13309,0.365
13310,0.328
13311,0.369
13312,0.379
13313,0.364
13314,0.395
13315,0.418
13316,0.41
13317,0.34
13318,0.372
13319,0.361
13320,0.372
13321,0.326
13322,0.383
13323,0.351
13324,0.36
13325,0.32
13326,0.346
13327,0.289
13328,0.262
13329,0.262
13330,0.247
13331,0.224
13332,0.225
13333,0.313
13334,0.254
13335,0.237
13336,0.269
13337,0.272
13338,0.251
13339,0.266
13340,0.273
13341,0.273
13342,0.228
13343,0.247
13344,0.247
13345,0.263
13346,0.222
13347,0.244
13348,0.242
13349,0.239
13350,0.214
13351,0.238
13352,0.216
13353,0.192
13354,0.204
13355,0.186
13356,0.164
13357,0.168
13358,0.228
13359,0.191
13360,0.178
13361,0.211
13362,0.204
13363,0.19
13364,0.207
13365,0.192
13366,0.204
13367,0.168
13368,0.198
13369,0.188
13370,0.21
13371,0.159
13372,0.217
13373,0.182
13374,0.186
13375,0.156
13376,0.183
13377,0.151
13378,0.121
13379,0.121
13380,0.111
13381,0.103
13382,0.127
13383,0.124
13384,0.099
13385,0.115
13386,0.129
13387,0.11
13388,0.103
13389,0.122
13390,0.112
13391,0.112
13392,0.099
13393,0.101
13394,0.11
13395,0.099
13396,0.129
13397,0.098
13398,0.118
13399,0.129
13400,0.095
13401,0.128
13402,0.118
13403,0.575
13404,0.431
13405,0.488
13406,0.45
13407,0.527
13408,0.584
13409,0.561
13410,0.453
13411,0.554
13412,0.566
13413,0.445
13414,0.509
13415,0.484
13416,0.63
13417,0.405
13418,0.495
13419,0.446
13420,0.441
13421,0.455
13422,0.45
13423,0.512
13424,0.525
13425,0.498
13426,0.492
13427,0.419
13428,0.184
13429,0.189
13430,0.18
13431,0.167
13432,0.183
13433,0.184
13434,0.183
13435,0.177
13436,0.183
13437,0.181
13438,0.184
13439,0.181
13440,0.188
13441,0.178
13442,0.176
13443,0.177
13444,0.18
13445,0.172
13446,0.175
13447,0.182
13448,0.181
13449,0.177
13450,0.162
13451,0.19
13452,0.175
13453,0.18
13454,0.179
13455,0.169
13456,0.157
13457,0.162
13458,0.182
13459,0.179
13460,0.16
13461,0.178
13462,0.174
13463,0.169
13464,0.183
13465,0.174
13466,0.173
13467,0.162
13468,0.173
13469,0.171
13470,0.173
13471,0.16
13472,0.182
13473,0.165
13474,0.165
13475,0.151
13476,0.168
13477,0.159
13478,0.378
13479,0.418
13480,0.327
13481,0.286
13482,0.346
13483,0.384
13484,0.334
13485,0.364
13486,0.361
13487,0.399
13488,0.37
13489,0.38
13490,0.323
13491,0.317
13492,0.331
13493,0.409
13494,0.286
13495,0.349
13496,0.325
13497,0.332
13498,0.308
13499,0.339
13500,0.3
13501,0.413
13502,0.296
13503,0.497
13504,0.502
13505,0.598
13506,0.367
13507,0.459
13508,0.454
13509,0.428
13510,0.47
13511,0.392
13512,0.495
13513,0.482
13514,0.446
13515,0.453
13516,0.453
13517,0.431
13518,0.512
13519,0.387
13520,0.476
13521,0.444
13522,0.489
13523,0.39
13524,0.449
13525,0.396
13526,0.484
13527,0.363
13528,0.47
13529,0.494
13530,0.798
13531,0.382
13532,0.473
13533,0.484
13534,0.444
13535,0.498
13536,0.414
13537,0.465
13538,0.491
13539,0.505
13540,0.507
13541,0.487
13542,0.472
13543,0.5
13544,0.508
13545,0.535
13546,0.419
13547,0.596
13548,0.422
13549,0.456
13550,0.355
13551,0.454
13552,0.407
13553,0.425
13554,0.468
13555,0.345
13556,0.257
13557,0.33
13558,0.451
13559,0.362
13560,0.397
13561,0.368
13562,0.443
13563,0.394
13564,0.438
13565,0.321
13566,0.367
13567,0.378
13568,0.456
13569,0.293
13570,0.384
13571,0.346
13572,0.389
13573,0.323
13574,0.378
13575,0.355
13576,0.452
13577,0.286
13578,0.32
13579,0.368
13580,0.234
13581,0.246
13582,0.307
13583,0.302
13584,0.296
13585,0.318
13586,0.319
13587,0.344
13588,0.317
13589,0.303
13590,0.3
13591,0.255
13592,0.291
13593,0.378
13594,0.256
13595,0.277
13596,0.289
13597,0.279
13598,0.261
13599,0.285
13600,0.252
13601,0.372
13602,0.255
13603,0.217
13604,0.225
13605,0.225
13606,0.183
13607,0.207
13608,0.183
13609,0.183
13610,0.226
13611,0.213
13612,0.214
13613,0.22
13614,0.197
13615,0.198
13616,0.181
13617,0.204
13618,0.255
13619,0.174
13620,0.188
13621,0.199
13622,0.184
13623,0.188
13624,0.191
13625,0.178
13626,0.245
13627,0.189
13628,0.154
13629,0.175
13630,0.16
13631,0.129
13632,0.149
13633,0.131
13634,0.132
13635,0.167
13636,0.157
13637,0.156
13638,0.17
13639,0.153
13640,0.15
13641,0.138
13642,0.152
13643,0.192
13644,0.135
13645,0.12
13646,0.149
13647,0.126
13648,0.132
13649,0.146
13650,0.137
13651,0.18
13652,0.141
13653,0.13
13654,0.115
13655,0.112
13656,0.124
13657,0.115
13658,0.115
13659,0.112
13660,0.115
13661,0.109
13662,0.119
13663,0.108
13664,0.117
13665,0.118
13666,0.104
13667,0.116
13668,0.119
13669,0.117
13670,0.099
13671,0.122
13672,0.113
13673,0.121
13674,0.113
13675,0.114
13676,0.108
13677,0.101
13678,0.434
13679,0.485
13680,0.731
13681,0.357
13682,0.442
13683,0.443
13684,0.408
13685,0.445
13686,0.411
13687,0.415
13688,0.44
13689,0.452
13690,0.454
13691,0.492
13692,0.427
13693,0.427
13694,0.43
13695,0.46
13696,0.395
13697,0.564
13698,0.411
13699,0.419
13700,0.339
13701,0.457
13702,0.366
13703,0.166
13704,0.188
13705,0.186
13706,0.154
13707,0.173
13708,0.165
13709,0.16
13710,0.185
13711,0.186
13712,0.164
13713,0.181
13714,0.179
13715,0.172
13716,0.176
13717,0.173
13718,0.189
13719,0.162
13720,0.163
13721,0.176
13722,0.146
13723,0.166
13724,0.174
13725,0.165
13726,0.182
13727,0.177
13728,0.149
13729,0.171
13730,0.162
13731,0.134
13732,0.154
13733,0.137
13734,0.132
13735,0.164
13736,0.166
13737,0.157
13738,0.16
13739,0.155
13740,0.154
13741,0.151
13742,0.155
13743,0.174
13744,0.139
13745,0.126
13746,0.154
13747,0.126
13748,0.14
13749,0.15
13750,0.137
13751,0.167
13752,0.146
